date,pnl_ADVANC.BK,eq_ADVANC.BK,pnl_AOT.BK,eq_AOT.BK,pnl_AWC.BK,eq_AWC.BK,pnl_BANPU.BK,eq_BANPU.BK,pnl_BBL.BK,eq_BBL.BK,pnl_BCP.BK,eq_BCP.BK,pnl_BDMS.BK,eq_BDMS.BK,pnl_BEM.BK,eq_BEM.BK,pnl_BH.BK,eq_BH.BK,pnl_BJC.BK,eq_BJC.BK,pnl_BTS.BK,eq_BTS.BK,pnl_CBG.BK,eq_CBG.BK,pnl_CCET.BK,eq_CCET.BK,pnl_COM7.BK,eq_COM7.BK,pnl_CPALL.BK,eq_CPALL.BK,pnl_CPF.BK,eq_CPF.BK,pnl_CPN.BK,eq_CPN.BK,pnl_CRC.BK,eq_CRC.BK,pnl_DELTA.BK,eq_DELTA.BK,pnl_EGCO.BK,eq_EGCO.BK,pnl_GPSC.BK,eq_GPSC.BK,pnl_HMPRO.BK,eq_HMPRO.BK,pnl_IVL.BK,eq_IVL.BK,pnl_KBANK.BK,eq_KBANK.BK,pnl_KKP.BK,eq_KKP.BK,pnl_KTB.BK,eq_KTB.BK,pnl_KTC.BK,eq_KTC.BK,pnl_LH.BK,eq_LH.BK,pnl_MINT.BK,eq_MINT.BK,pnl_MTC.BK,eq_MTC.BK,pnl_OR.BK,eq_OR.BK,pnl_OSP.BK,eq_OSP.BK,pnl_PTT.BK,eq_PTT.BK,pnl_PTTEP.BK,eq_PTTEP.BK,pnl_PTTGC.BK,eq_PTTGC.BK,pnl_RATCH.BK,eq_RATCH.BK,pnl_SCC.BK,eq_SCC.BK,pnl_SCGP.BK,eq_SCGP.BK,pnl_TCAP.BK,eq_TCAP.BK,pnl_TISCO.BK,eq_TISCO.BK,pnl_TOP.BK,eq_TOP.BK,pnl_TRUE.BK,eq_TRUE.BK,pnl_TTB.BK,eq_TTB.BK,pnl_TU.BK,eq_TU.BK,pnl_VGI.BK,eq_VGI.BK,pnl_WHA.BK,eq_WHA.BK,port_pnl,port_eq
1970-01-01 00:00:00.000000189,1.0,-0.0,0.0,1.0,0.0,-0.0,-1.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,1.0,0.0,1.0,-0.0,-0.0,-0.0,1.997001,-0.0,1.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.001,-0.0,-0.0,-0.0009989999999998,-0.0,-0.0,-0.0,1.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.001,-0.0,0.0,-0.0,-1.0,0.0,-0.0,0.0,-0.001,0.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,1.0,0.0,-0.0,127.616415808032,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,1.0,-0.0,0.0,0.0,-0.0,1.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-6.521739130434548e-05,13.90155410120258
1970-01-01 00:00:00.000000190,-1.0,-0.0,0.0,1.0,-0.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,1.0,0.0,1.0,-0.0,-0.0,-0.0,1.997001,-0.0,1.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0009989999999998,-0.0,-0.0,-0.0,1.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-1.001,0.0,0.0,-0.0,-1.0,0.0,-0.0,0.0,-1.001,-0.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,-1.0,0.0,0.0,127.616415808032,-0.0,0.0,-1.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,1.0,-0.0,0.0,0.0,-0.0,1.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.087,12.692118894397955
1970-01-01 00:00:00.000000191,-1.0,-0.0,0.0,1.0,-0.0,-0.0,1.0,-0.0,-0.0,-0.0,-1.001,-0.0,-0.0,1.0,0.0,1.0,-0.0,-0.0,-0.0,1.997001,-0.0,1.0,-0.0,0.0,0.0,-0.0,-1.001,0.0,0.0,-0.0,-0.0,-0.0009989999999998,-0.0,-0.0,-0.0,1.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-1.0,0.0,0.0,-0.0,-1.0,0.0,-0.0,0.0,-0.001,-0.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,-1.0,0.0,-0.0,127.616415808032,-1.001,-0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.001,-0.0,0.0,0.0,0.0,1.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.15228260869565216,10.759329919283658
1970-01-01 00:00:00.000000192,-1.0,-0.0,0.0,1.0,0.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.001,-0.0,-0.0,1.0,0.0,1.0,-0.0,-0.0,0.0,1.997001,-0.0,1.0,-0.0,0.0,0.0,-0.0,-1.0,0.0,0.0,-0.0,-0.0,-0.0009989999999998,0.0,-0.0,0.0,1.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-1.0,0.0,-0.0,-0.0,-1.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,1.0,-0.0,-0.0,0.0,-0.0,-1.0,0.0,-0.0,127.616415808032,-1.0,-0.0,-1.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,1.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.13045652173913042,9.355705161770153
1970-01-01 00:00:00.000000193,-1.0,-0.0,-0.0,1.0,0.0,-0.0,1.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,1.0,0.0,1.0,-1.001,0.0,0.0,1.997001,-0.0,1.0,0.0,0.0,0.0,-0.0,-1.0,0.0,0.0,-0.0,-0.0,-0.0009989999999998,0.0,-0.0,0.0,1.0,0.0,0.0,0.999,-0.0,0.0,-0.0,-1.0,0.0,-0.0,-0.0,-1.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,1.0,0.999,-0.0,0.0,-0.0,-1.0,0.0,-0.0,127.616415808032,-1.0,-0.0,-0.001,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.999,0.0,0.0,-0.0,0.0,0.0,0.0,1.0,-1.001,-0.0,-0.0,0.0,-0.0,0.0,-0.08708695652173913,8.540945273116865
1970-01-01 00:00:00.000000194,-1.0,-0.0,0.0,1.0,-0.0,-0.0,-1.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,1.0,0.0,1.0,-1.0,0.0,0.0,1.997001,-0.0,1.0,-0.0,0.0,-0.0,-0.0,-1.0,0.0,0.0,-0.0,-0.0,-0.0009989999999998,0.0,-0.0,-0.0,1.0,0.0,0.0,-0.001,-0.0,-0.0,-0.0,-1.0,0.0,-0.0,-0.0,-1.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,1.0,1.0,-0.0,0.0,-0.0,-1.0,0.0,-0.0,127.616415808032,-1.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.001,0.0,-0.0,-0.0,0.0,0.0,0.0,1.0,-1.0,-0.0,-0.0,0.0,-0.0,0.0,-0.17395652173913045,7.0551921410411875
1970-01-01 00:00:00.000000195,-1.0,-0.0,0.0,1.0,-0.0,-0.0,-1.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.997001,0.0,1.0,-0.0,0.0,0.0,-0.0,-1.0,0.0,0.0,-0.0,-0.0,-0.0009989999999998,0.0,-0.0,0.0,1.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-1.0,0.0,-0.0,-0.0,1.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,1.0,1.0,-0.0,0.999,-0.0,-1.0,0.0,-0.0,127.616415808032,-1.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.0,-1.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0652391304347826,6.594917540709348
1970-01-01 00:00:00.000000196,-0.001,-0.0,0.0,1.0,-0.0,-0.0,-1.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.997001,-0.0,1.0,0.999,0.0,-0.0,-0.0,-1.0,0.0,-0.0,-0.0,-0.0,-0.0009989999999998,0.0,-0.0,-0.0,1.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,1.0,0.0,-0.0,-0.0,1.0,0.0,-0.0,0.0,0.0,-0.0,0.0,1.0,1.0,-0.0,1.0,-0.0,-1.0,0.0,-0.0,127.616415808032,-1.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.999,0.0,0.0,-0.0,-0.0,0.0,0.0,1.0,-1.0,-0.0,0.0,0.0,-0.0,0.0,0.043413043478260874,6.881222982639708
1970-01-01 00:00:00.000000197,-0.0,-0.0,-0.0,1.0,-0.0,-0.0,-1.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,1.0,-0.0,1.0,1.0,0.0,0.0,1.997001,-0.0,1.0,1.0,0.0,-0.0,-0.0,-1.0,0.0,-0.0,-0.0,-0.0,-0.0009989999999998,0.0,-0.0,-0.0,1.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.001,0.0,-0.0,-0.0,1.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,1.0,1.0,-0.0,-0.001,-0.0,-1.0,0.0,-0.0,127.616415808032,-1.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,1.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,1.0,-1.0,-0.0,0.0,0.0,-0.0,0.0,-4.347826086956043e-05,6.880923799031767
1970-01-01 00:00:00.000000198,-0.0,-0.0,-0.0,1.0,-0.0,-0.0,-1.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,1.0,-0.0,1.0,1.0,0.0,0.0,1.997001,-0.0,1.0,1.0,0.0,-0.0,-0.0,1.0,0.0,-0.0,-0.0,0.0,-0.0009989999999998,0.0,-0.0,-0.0,1.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.999,0.0,-0.0,-0.0,1.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,1.0,1.0,-0.0,-0.0,-0.0,-1.0,0.0,-0.0,127.616415808032,-1.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-1.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,1.0,-1.0,-0.0,0.0,0.0,0.999,0.0,0.04343478260869567,7.179795228389712
1970-01-01 00:00:00.000000199,-0.0,-0.0,-0.0,1.0,-0.0,-0.0,-1.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,1.0,-0.0,1.0,1.0,0.0,-0.0,1.997001,-0.0,1.0,1.0,0.0,0.0,-0.0,1.0,0.0,-0.0,-0.0,0.0,-0.0009989999999998,0.0,-0.0,0.0,1.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.001,0.0,0.999,-0.0,-1.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,1.0,1.0,-0.0,-0.0,-0.0,1.0,0.0,-0.0,127.616415808032,-1.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.999,-0.0,0.0,0.0,0.0,-0.0,-1.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,1.0,-1.0,-0.0,0.0,0.0,1.0,0.0,0.06515217391304348,7.647574495769797
1970-01-01 00:00:00.000000200,-0.0,-0.0,-0.0,1.0,-0.0,-0.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,1.0,1.0,0.0,-0.0,1.997001,-0.0,1.0,1.0,0.0,0.0,-0.0,1.0,0.0,-0.0,-0.0,0.0,-0.0009989999999998,0.0,-0.0,0.0,1.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.001,-0.0,-0.001,0.0,-0.0,0.0,-0.0,-0.0,0.0,1.0,1.0,-0.0,-0.0,-0.0,1.0,0.0,-0.0,127.616415808032,-1.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.001,-0.0,0.0,0.0,0.0,-0.0,-1.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,1.0,-0.001,-0.0,0.0,0.0,1.0,0.0,0.0651304347826087,8.145664347711675
1970-01-01 00:00:00.000000201,-0.0,-0.0,-0.0,1.0,-0.0,-0.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,1.0,1.0,0.0,-0.0,1.997001,-0.0,1.0,-0.001,0.0,0.0,-0.0,1.0,0.0,-0.0,-0.0,0.0,-0.0009989999999998,0.0,-0.0,0.0,1.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,1.0,-1.0,-0.0,-0.0,-0.0,1.0,0.0,-0.0,127.616415808032,-1.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-1.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,1.0,-0.0,-0.0,0.0,0.0,1.0,0.0,-2.1739130434780215e-05,8.14548726805194
1970-01-01 00:00:00.000000202,0.0,-0.0,-0.0,1.0,-0.0,-0.0,-1.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,1.0,-1.0,0.0,0.0,1.997001,-0.0,1.0,-0.0,0.0,0.0,-0.0,1.0,0.0,0.0,-0.0,-0.0,-0.0009989999999998,0.0,-0.0,0.0,1.0,0.0,0.0,-1.001,0.0,0.0,-0.0,0.999,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,1.0,-1.0,-0.0,-0.0,-0.0,-1.0,0.0,-0.0,127.616415808032,1.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.999,-0.0,0.0,0.0,0.0,-0.0,-1.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,1.0,0.0,-0.0,0.0,0.0,1.0,0.0,-0.02180434782608695,7.967880230446373
1970-01-01 00:00:00.000000203,-0.0,-0.0,-0.0,1.0,-0.0,-0.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,1.0,-0.001,0.0,0.0,1.997001,-0.0,1.0,-0.0,0.0,0.0,-0.0,-1.0,0.0,-0.0,-0.0,-0.0,-0.0009989999999998,0.0,-0.0,0.0,1.0,0.0,0.0,-0.001,0.0,-0.0,-0.0,-0.001,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,1.0,-0.001,-0.0,0.0,-0.0,-1.0,0.0,-0.0,127.616415808032,-1.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.001,-0.0,-0.0,0.0,-0.0,-0.0,-1.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,1.0,-0.0,-0.0,-0.0,0.0,1.0,0.0,-0.08706521739130435,7.274155006034683
1970-01-01 00:00:00.000000204,0.0,-0.0,-0.0,1.0,-0.0,-0.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,1.0,-0.0,0.0,0.0,1.997001,-0.0,1.0,-0.0,0.0,-0.0,-0.0,-1.0,0.0,0.0,-0.0,-0.0,-0.0009989999999998,0.0,-0.0,0.0,1.0,0.0,0.0,-1.001,-0.0,-0.0,-0.0,0.999,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,1.0,-1.001,0.0,0.0,-0.0,-0.001,0.0,-0.0,127.616415808032,-1.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-1.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,1.0,-0.0,-0.0,-0.0,0.0,-1.0,0.0,-0.13052173913043477,6.324719643942679
1970-01-01 00:00:00.000000205,0.999,-0.0,-0.0,1.0,0.0,-0.0,-1.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,1.0,-0.0,0.0,0.0,1.997001,-0.0,1.0,-0.0,0.0,-0.0,-0.0,-1.0,0.0,-0.0,-0.0,-0.0,-0.0009989999999998,-0.0,-0.0,0.0,1.0,-0.0,0.0,-1.0,-0.0,-0.0,-0.0,-0.001,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,1.0,-0.001,0.0,0.0,-0.0,-0.0,0.0,-0.0,127.616415808032,-1.0,-0.0,-1.001,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,1.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,1.0,-0.0,-0.0,-0.0,0.0,-1.0,0.0,-0.08704347826086956,5.774194047109059
1970-01-01 00:00:00.000000206,1.0,-0.0,-0.0,1.0,0.0,-0.0,-1.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,1.0,-0.0,0.0,-0.0,1.997001,-0.0,1.0,-0.0,0.0,-0.0,-0.0,-1.0,0.0,0.0,-0.0,-0.0,-0.0009989999999998,0.0,-0.0,0.0,1.0,-0.0,0.0,-1.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,1.0,-1.001,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,127.616415808032,-1.0,-0.0,-1.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,1.0,-0.0,-0.0,-0.0,0.0,-1.0,0.0,-0.15219565217391304,4.89538681833057
1970-01-01 00:00:00.000000207,1.0,-0.0,-0.0,1.0,-0.0,-0.0,-1.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,1.0,-0.0,0.0,-0.0,1.997001,-0.0,1.0,-0.0,0.0,-0.0,-0.0,-1.0,0.0,-0.0,-0.0,-0.0,-0.0009989999999998,0.0,-0.0,0.0,1.0,-0.0,0.0,-1.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,1.0,-0.001,-0.0,0.0,-0.0,-0.0,0.0,-0.0,127.616415808032,-1.0,-0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,1.0,-0.0,-0.0,-0.0,0.0,-1.0,0.0,-0.0869782608695652,4.469594586588383
1970-01-01 00:00:00.000000208,1.0,-0.0,-0.0,1.0,-0.0,-0.0,-0.001,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,1.0,-0.0,0.0,-0.0,1.997001,-0.0,1.0,-0.0,0.0,-0.0,-0.0,-1.0,0.0,-0.0,-0.0,-0.0,-0.0009989999999998,-0.0,-0.0,0.0,1.0,-0.0,0.0,1.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,127.616415808032,1.0,-0.0,-1.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-1.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,1.0,-0.0,-0.0,-0.0,0.0,-1.0,0.0,-0.02176086956521739,4.372332321780232
1970-01-01 00:00:00.000000209,1.0,-0.0,-0.0,1.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,1.0,-0.0,1.0,0.0,0.0,-0.0,1.997001,-0.0,1.0,0.0,0.0,-0.0,-0.0,-1.0,0.0,-0.0,-0.0,-0.0,-0.0009989999999998,-0.0,-0.0,-0.0,1.0,0.0,0.0,1.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,127.616415808032,1.0,-0.0,1.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-1.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,1.0,-1.001,0.0,-0.0,0.0,-1.0,0.0,-2.1739130434780215e-05,4.3722372710775845
1970-01-01 00:00:00.000000210,1.0,-0.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,1.0,-0.0,1.0,0.0,0.0,-0.0,1.997001,-0.0,1.0,0.0,0.0,-0.0,-0.0,-1.0,0.0,-0.0,-0.0,-0.0,-0.0009989999999998,-0.0,-0.0,-0.0,1.0,0.0,0.0,-1.0,-0.0,0.999,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,1.0,-0.0,-0.0,-0.0,-0.0,-1.001,-0.0,0.0,127.616415808032,1.0,-0.0,1.0,-0.0,-0.0,0.0,-1.001,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,1.0,-1.0,0.0,-0.0,0.0,-1.0,0.0,-0.06528260869565217,4.0868062161852805
1970-01-01 00:00:00.000000211,-0.001,-0.0,0.0,1.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,1.0,-0.0,1.0,0.0,0.0,-0.0,1.997001,-0.0,1.0,0.0,0.0,-0.0,-0.0,-1.0,0.0,-0.0,-0.0,-0.0,-0.0009989999999998,-0.0,-0.0,-0.0,1.0,0.0,0.0,-0.001,-0.0,-0.001,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-1.001,0.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,-0.001,-0.0,0.0,127.616415808032,1.0,-0.0,1.0,-0.0,-0.0,0.0,-1.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-1.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,1.0,1.0,0.0,-0.0,0.0,-1.0,0.0,-0.04358695652173912,3.9086747713276395
1970-01-01 00:00:00.000000212,0.999,-0.0,0.0,1.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,1.0,-0.0,1.0,0.0,0.0,0.0,1.997001,0.0,1.0,0.0,0.0,-0.0,-0.0,1.0,0.0,-0.0,-0.0,-0.0,-0.0009989999999998,-0.0,-0.0,-0.0,1.0,0.999,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.0,-0.0,-0.0,-1.001,0.0,0.0,127.616415808032,1.0,-0.0,1.0,-0.0,-0.0,0.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-1.0,0.0,-0.0,-0.0,0.0,0.0,0.0,1.0,1.0,0.0,-1.001,-0.0,1.0,0.0,0.08686956521739131,4.248219649289058
1970-01-01 00:00:00.000000213,-0.001,-0.0,-0.0,1.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,1.0,-0.0,1.0,0.0,0.0,0.0,1.997001,-0.0,1.0,0.0,0.0,0.999,-0.0,1.0,0.0,0.0,-0.0,0.0,-0.0009989999999998,-0.0,-0.0,0.0,1.0,1.0,0.0,-0.0,-0.0,-1.001,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,1.0,0.0,0.0,1.0,-0.0,-0.0,-0.0,-0.0,-1.0,0.0,0.0,127.616415808032,1.0,-0.0,-1.0,-0.0,-0.0,0.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,1.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,1.0,1.0,0.0,-1.0,-0.0,1.0,0.0,0.06515217391304348,4.5250003947003465
1970-01-01 00:00:00.000000214,-0.0,-0.0,-0.0,1.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,1.0,0.0,0.0,0.0,1.997001,-0.0,1.0,-0.0,0.0,-0.001,-0.0,1.0,0.0,-0.0,-0.0,0.0,-0.0009989999999998,-0.0,-0.0,-0.0,1.0,-0.001,0.0,-0.0,-0.0,-1.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.001,0.0,0.0,-0.0,-1.0,0.0,0.0,127.616415808032,1.0,-0.0,-1.0,-0.0,-0.0,0.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,1.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,1.0,1.0,0.0,1.0,-0.0,1.0,0.0,0.04341304347826087,4.721444433574621
1970-01-01 00:00:00.000000215,-1.001,0.0,-0.0,1.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,1.0,-0.0,0.0,0.0,1.997001,-0.0,1.0,-0.0,0.0,-1.001,0.0,1.0,0.0,-0.0,-0.0,-0.0,-0.0009989999999998,-0.0,-0.0,-0.0,1.0,-0.0,0.0,-0.0,-0.0,-1.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.0,0.0,0.0,-0.0,1.0,0.0,-0.0,127.616415808032,-0.001,-0.0,-1.0,-0.0,-0.0,0.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,1.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,1.0,1.0,0.0,1.0,-0.0,1.0,0.0,0.02167391304347827,4.823776609667531
1970-01-01 00:00:00.000000216,-1.0,0.0,-0.0,1.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,1.0,-0.0,0.0,0.0,1.997001,-0.0,1.0,-0.0,0.0,-1.0,0.0,1.0,0.0,-0.0,-0.0,-0.0,-0.0009989999999998,-0.0,-0.0,-0.0,1.0,-0.0,0.0,-0.0,-0.0,-1.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-1.0,0.0,-0.0,1.0,-1.0,0.0,0.0,-0.0,-1.0,0.0,-0.0,127.616415808032,0.999,-0.0,-1.0,-0.0,-0.0,0.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,1.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,1.0,-0.001,0.0,-1.0,-0.0,1.0,0.0,-0.10873913043478263,4.299243335720639
