,ADVANC.BK,AOT.BK,AWC.BK,BANPU.BK,BBL.BK,BCP.BK,BDMS.BK,BEM.BK,BH.BK,BJC.BK,BTS.BK,CBG.BK,CCET.BK,COM7.BK,CPALL.BK,CPF.BK,CPN.BK,CRC.BK,DELTA.BK,EGCO.BK,GPSC.BK,HMPRO.BK,IVL.BK,KBANK.BK,KKP.BK,KTB.BK,KTC.BK,LH.BK,MINT.BK,MTC.BK,OR.BK,OSP.BK,PTT.BK,PTTEP.BK,PTTGC.BK,RATCH.BK,SCC.BK,SCGP.BK,TCAP.BK,TISCO.BK,TOP.BK,TRUE.BK,TTB.BK,TU.BK,VGI.BK,WHA.BK
OR.BK,0.00798974254606841,0.011330523105310982,0.006543468990574718,0.10394258997228659,0.017274916224751923,0.022949623574502385,-0.002062502516692363,0.009244464524506913,-0.07309661383414147,-0.003442594562792558,-0.004235995430872965,0.08707672525057959,0.054213758601249,0.051416464802072216,1.6282540985256786e-05,-0.0072810577713493755,0.02695143867681246,0.0005012963808189434,0.04810242672295939,0.03169314982263988,0.005684198421372305,0.026475198206624088,0.019940746933806854,0.09690072946407072,-0.0010743126108313866,0.03286804712760694,-0.003300195962055629,0.018315034850825914,0.058924277293460676,0.06724006620046173,1.0,0.06142240924479393,0.06526412473351853,0.04976409062693723,0.07494471625337089,0.07769872311791409,0.06046194733961983,0.06050851128761416,-0.006239642296198057,0.01234800179854591,0.04768372359121287,0.10291014526704477,-0.002014230154495383,-0.037364883997287816,0.04534143602934576,-0.011522334968349859
OSP.BK,0.03744663605101321,0.048961962042587064,0.19774069122520413,0.12036951220915679,0.11818938256346052,0.1182129327742004,0.07615500270837709,0.1160552360420194,0.08885128242601659,0.11185535321180563,-0.009853880822925688,0.1593443906166183,0.04889970413041136,0.17393099977436352,0.07584183611696696,0.11651140893882798,0.07707799217747148,0.11343320795380575,0.07272727680572826,0.1838358357868222,0.15220311542926707,0.09066963280852706,0.14728595817942755,0.04630635635648709,0.07956962674298515,0.01700497149424251,0.11586063750198955,0.14647027849809635,0.1367011252723769,0.18032885432391918,0.06142240924479393,1.0,0.05240657956437842,-0.004660661580262503,0.1892648536779381,0.06569938559609215,0.23227383558780154,0.264760224783866,-0.024891738587607688,0.08327133983321906,0.11147007309505279,0.13854531186876562,-0.061863731947389956,0.09274065660087318,0.0194541091458256,0.09493473414633184
PTT.BK,0.03931698426674049,0.060121729540795685,0.11498936819203093,0.13164225931789414,0.05995960295693821,0.14710228023849187,0.0721130857214791,0.028483153154839038,0.08552615831726788,0.08083961860026,-0.06964031176793231,0.07220919836120929,0.08990770275757584,0.11591208710567506,0.06913589544719428,0.11365904178820983,0.15836281116855566,0.05781355305902686,-0.03877927791704803,0.17344198210827141,0.22706288970377317,0.17287266372259372,0.07642746738488004,0.041748508812191505,0.10918068780899617,0.11382858312816509,0.08675915334526599,0.19876026147482415,0.17623330890743422,0.10399043394650763,0.06526412473351853,0.05240657956437842,1.0,0.18562409477790232,0.31812578406197667,0.03776512188363214,0.1858239729870027,0.14181011771066723,0.0011627058963394649,0.12352247333115735,0.21102318463275216,0.11649994240450749,0.07021360437085421,0.07337470890344555,-0.0321851158324192,0.15020287763579937
PTTEP.BK,-0.03031140531208544,0.1266458149812605,0.04826092161455806,0.039978118451725005,0.05279541024831635,0.1236298977573562,0.008178466808961924,0.046391274818393904,0.042274079077267136,0.11978252507993176,0.03360670057733545,0.020971695812839787,0.0292210547419147,0.060571339527301676,6.5064222438732905e-06,0.01756231223894425,0.03132980124260671,0.05878039391149201,-0.005318325766393511,0.02482109070223484,-0.0588487912488973,0.04801364507275126,0.03980871959946308,0.03232673823994739,0.03997186037205511,0.05101429612338418,0.07906735414684533,0.09566374887657289,0.05350481641450153,-0.003986695824463954,0.04976409062693723,-0.004660661580262503,0.18562409477790232,1.0,0.07884403489024336,0.01721875483110185,0.004544018350165351,0.03130006423363788,-0.029479517225432197,0.07567091214619752,0.12747214575846494,-0.0161683958110953,-0.04459078783535439,0.07220013640073035,-0.031381807657783714,0.09950999781840311
PTTGC.BK,-0.016276592465620507,0.07704963041649367,0.21800937016619598,0.13536071317389958,0.15596663834466476,0.15617518468010202,0.09821316804466462,0.1262717187430185,0.005203152022825246,0.10738872529688585,-0.015658191048119212,0.13770536161334526,0.07567406156454677,0.0514486351540326,0.024062920573184963,0.014832217990376227,0.26805409620872644,0.09005903093545124,0.00110741036737561,0.16564304541057576,0.16497108424134554,0.09556074185116943,0.2446354430004528,0.03039816637623197,0.0955573198724135,0.07265050869613626,0.10286253069866505,0.24737780914772167,0.1180815882038268,0.15975927551835845,0.07494471625337089,0.1892648536779381,0.31812578406197667,0.07884403489024336,1.0,0.014030035476095158,0.32890556464397647,0.4015412041852701,0.04069123686409242,0.1440045184659743,0.2767722645442944,0.0680778556616686,-0.021308023752560638,0.03049777085684804,0.09017638566751265,0.088326200771718
RATCH.BK,0.07274787012081127,-0.00422573456526984,0.008988158668435189,0.11710027555876844,0.0006707552128448754,0.021488412715201997,0.025480748851708587,0.016167695730482434,0.0519235381832915,0.026944825478013572,0.021000700745539853,0.05959667832537141,0.017407421256733686,-0.0021924990840479245,0.042993921779830316,0.059300856937676054,0.012393913882985712,0.04379804472282604,0.022856711309779374,0.04850733514563413,0.05734637183779977,-0.0033590102192080544,0.03752686947109407,0.04237182638154258,0.01632915268818269,0.04710061068614526,0.0012199155215775366,0.06309525925964321,0.08889496047431777,0.042378183637950276,0.07769872311791409,0.06569938559609215,0.03776512188363214,0.01721875483110185,0.014030035476095158,1.0,0.05357622548082752,0.034935397881952754,0.027092956573999242,-0.01941500606691649,0.026473726581253625,0.03702558642505855,0.0007445590073287344,-0.003889914983608348,-0.013129866905017683,-0.009470718519737341
SCC.BK,0.05262415235784425,0.09881441136014818,0.0810690562673149,0.08549666515265146,0.02751979712980075,0.10731443098350894,0.13373341373358322,0.08495999626206086,0.03783347272319991,0.0777582262701004,-0.07270848403445761,0.15723009762723456,-0.04152157205574206,0.16886713137868956,-0.004757584031721249,0.05829900371644396,0.2614286580306881,0.12277298516755834,-0.0008282360437512668,0.19759676455201414,0.17334849733042335,0.16121711729240304,0.13148862521900748,0.049416168787351,0.03988406351761268,0.04364474972752577,0.030970700073830654,0.18827336318037435,0.15903986248623198,0.09169400685638283,0.06046194733961983,0.23227383558780154,0.1858239729870027,0.004544018350165351,0.32890556464397647,0.05357622548082752,1.0,0.31937918198133053,0.07840300585359677,0.11626905024906678,0.1521714725732272,0.026425590315049447,0.0022912919578396847,0.060529513973720556,0.06153588165981989,0.10371856835671364
SCGP.BK,0.03983961633356032,0.008118095002795709,0.1607005059345313,0.08202129832752632,0.062409681271163524,0.16645793775974352,0.12191796260454923,0.11811477377291527,0.02265834540022885,0.13371323979796995,0.003988022173390082,0.17109327505101954,-0.021268835190114063,0.05071955082380063,0.03698397198157253,0.09241851197246216,0.17016717269208534,0.07197195786353731,0.05512351646579208,0.09611561128484437,0.17717591037893302,0.09658545336740246,0.1832296180263131,-0.023169083139108752,0.06880088324039824,0.033626286610076106,0.07174327738148338,0.1481825981441715,0.17653071396556896,0.08761285621672618,0.06050851128761416,0.264760224783866,0.14181011771066723,0.03130006423363788,0.4015412041852701,0.034935397881952754,0.31937918198133053,1.0,0.016020089187901744,0.11560689904669409,0.15501966046843024,0.018686252664406537,-0.01940970840457491,0.027388258343520662,0.041676379612046156,0.05206172269823154
TCAP.BK,0.013623605134880853,-0.014208812187196081,0.09536051027033461,-0.01856376537424305,0.06994065049990483,0.036771118989348865,0.04097215904564268,0.01699382918448203,-0.007865330887551461,0.04175390165288055,0.04175432765453999,-0.03127560038742469,-0.010823114107194238,0.029081862319022888,0.03681976693620101,0.016954678956229905,0.17513388264328747,0.0672079798901461,0.01225621427345275,0.07552203426335123,0.1335090917989646,0.029030856086268195,0.052753679110084974,0.014591911448215679,0.05380512088790041,0.04158421133332671,-0.04408657657205808,0.1263242238423463,0.06485869336644773,0.05499293801646412,-0.006239642296198057,-0.024891738587607688,0.0011627058963394649,-0.029479517225432197,0.04069123686409242,0.027092956573999242,0.07840300585359677,0.016020089187901744,1.0,0.18647267768927414,-0.025900425718971175,-0.02544233880764597,-0.0012609056459390424,0.06002261052344492,0.054412214894661845,0.12525658836215522
TISCO.BK,-0.038869006979976174,0.04841863806430327,0.10296967528952912,0.03885270670798687,0.1927376355856303,0.07249552398774757,0.05993395404219726,0.020080147514586137,-0.001670920254078793,0.010646331047542637,0.02639120319623194,0.0615726359232099,0.023289977705159094,0.11380942573888377,0.06383934870577675,0.028283766694415676,0.12829084701946986,0.15275789424792466,0.009886155860192564,0.06626590100624005,0.1112869571750218,0.13674103619106448,0.09184520792938672,0.056088312089960846,0.062310554161915,0.10279348873431869,-0.08107260488836755,0.18521795322777135,0.07024334498557576,0.21617585976232817,0.01234800179854591,0.08327133983321906,0.12352247333115735,0.07567091214619752,0.1440045184659743,-0.01941500606691649,0.11626905024906678,0.11560689904669409,0.18647267768927414,1.0,0.0948114592693438,0.055468549434088785,-0.09049524638788255,0.12684783975899835,0.0989997831738251,0.07766679005539695
TOP.BK,-0.01183599393219883,-0.002918295389708409,0.08130447929576431,0.17398067771484238,0.11037887478886478,0.11620241734359357,0.023625985691408762,0.04531071314016147,0.03334664238229679,0.009785618628874,-0.03991555178688929,0.10246362391273472,0.11015374229796943,0.13153578733862534,0.027979525661590565,0.11033682363488635,0.05747216674195566,0.008185963340621995,-0.05138680995563871,0.11989472537077499,0.09371304468295798,0.06261497205247157,0.1598281991524633,0.11082348142436733,0.06103928550299934,0.16188936662291267,0.022265485990978287,0.0909782511154446,0.0776426023855044,0.0904512224657882,0.04768372359121287,0.11147007309505279,0.21102318463275216,0.12747214575846494,0.2767722645442944,0.026473726581253625,0.1521714725732272,0.15501966046843024,-0.025900425718971175,0.0948114592693438,1.0,0.02397620183828539,0.029323890306845225,0.0939242618021221,0.04869699022602602,0.07005922307206423
TRUE.BK,0.08214939914975097,0.07612133341194209,0.03738141822601059,0.11158468046849866,0.1367908536103066,0.06879115738817031,0.016809394235335815,0.08455443047774668,0.0775104196390688,0.1240121079005469,0.08481699034634264,0.06401482436775296,0.029336618947273418,0.06740443358489097,0.024738439880651712,0.042893803425605184,0.07733835798373216,0.028592205115373852,-0.013972050013132314,0.05079117507689028,0.09684538237452497,0.13431553214126257,0.003506788933555969,0.0028313791680374743,0.0292522884625304,0.01587257805882272,-0.02225220513090356,0.06879466305129872,0.05313071113150444,0.09539328690642393,0.10291014526704477,0.13854531186876562,0.11649994240450749,-0.0161683958110953,0.0680778556616686,0.03702558642505855,0.026425590315049447,0.018686252664406537,-0.02544233880764597,0.055468549434088785,0.02397620183828539,1.0,-0.0020887472228569275,-0.0643082795624085,0.06712491005647155,0.10295910072425594
TTB.BK,-0.0030112613670109927,0.002289669804250571,-0.03035393305714819,-0.028162859419316837,-0.0947803644904696,-0.0016895603988450747,-0.0004167900890160798,0.001868119510590602,-0.0025018299033928502,-0.0006956788089517722,-0.000855901264914912,-0.0018277077350918815,-0.000448145154056172,0.0012333623968212015,6.293416831227966e-05,-0.001471354673311444,0.0007063774980221624,0.00010130187066148868,-0.002695858157411753,0.06193505682930333,0.0010937446999244112,0.0583825039294668,-0.1438707300759998,0.0329712736296701,-0.044084242430468455,-0.03234500270537024,0.13528125613165198,-0.05824962559901453,0.09326460640436111,-0.0729358839179994,-0.002014230154495383,-0.061863731947389956,0.07021360437085421,-0.04459078783535439,-0.021308023752560638,0.0007445590073287344,0.0022912919578396847,-0.01940970840457491,-0.0012609056459390424,-0.09049524638788255,0.029323890306845225,-0.0020887472228569275,1.0,-0.07566854881243669,-0.0779548022620564,0.03553269462078238
TU.BK,-0.03631846963232585,0.12091608400288638,0.12852100520609772,0.033997070238685485,0.08546657541094681,0.06044845135151692,0.08753398943673703,0.15919440432594628,0.09234660828877636,0.08113075448252922,0.012901124321390555,0.05317630113391571,0.10959719190319409,0.11863688078183474,0.12513115856035056,0.10515797500305697,0.09433912272176691,0.17014302979031862,0.08803591687158731,0.09166121057404748,0.12419809819957851,0.06506632663753452,0.0134279537633309,0.022961283051599158,0.062731728518282,0.020383997403654968,-0.04946571811509996,0.12212375829802657,0.08500772664936913,0.14164862246457746,-0.037364883997287816,0.09274065660087318,0.07337470890344555,0.07220013640073035,0.03049777085684804,-0.003889914983608348,0.060529513973720556,0.027388258343520662,0.06002261052344492,0.12684783975899835,0.0939242618021221,-0.0643082795624085,-0.07566854881243669,1.0,0.011519572059356291,0.10341047499951442
VGI.BK,0.03107940573585547,-0.03342913285215992,0.08989865037762303,0.03430263280149325,0.05801185944500542,0.03952579451887629,0.03929902293377644,0.02745411514140397,0.012264866113608988,0.015697326359178084,0.06160286505605944,0.08130868545329287,0.02081306793283448,0.10754875678280132,0.020770866343866885,0.0043393577062491836,0.06294767899083187,0.11817892190590226,0.06074763617425534,0.027278909549629023,0.1002467807819026,0.02187779705165406,0.025381290578942655,0.005512335156834264,0.061164361263540155,0.06773684687140366,-0.040350700679597215,0.06788926977548085,-0.0500310732735232,0.16561503989677995,0.04534143602934576,0.0194541091458256,-0.0321851158324192,-0.031381807657783714,0.09017638566751265,-0.013129866905017683,0.06153588165981989,0.041676379612046156,0.054412214894661845,0.0989997831738251,0.04869699022602602,0.06712491005647155,-0.0779548022620564,0.011519572059356291,1.0,0.11163627105784171
WHA.BK,0.04193159609405969,0.07178165378415566,0.15843826289364382,0.005035201498293915,0.06898094989933486,0.10616246927725353,0.07534681522721558,0.09073132134743615,0.08972879242284122,0.052465182469545034,0.007330090596523772,0.07467986868830882,0.044325772890861426,0.1467857455452876,0.060800958937407244,0.0034239535408151136,0.12960899052290503,0.06046274839668784,0.035583783103886886,0.08943941314740256,0.09685834314550809,0.07459458968243465,0.037707672090123545,-0.017040931932890954,0.08867318484338858,0.03622433293760392,0.019339733819896572,0.1824086202825343,0.047648983009688575,0.10565919062498662,-0.011522334968349859,0.09493473414633184,0.15020287763579937,0.09950999781840311,0.088326200771718,-0.009470718519737341,0.10371856835671364,0.05206172269823154,0.12525658836215522,0.07766679005539695,0.07005922307206423,0.10295910072425594,0.03553269462078238,0.10341047499951442,0.11163627105784171,1.0
