epoch,train_loss,val_loss,train_acc,val_acc
1,0.6898913059666376,0.6989645197067732,0.5319573901464714,0.49382716049382713
2,0.6853593829151159,0.7007091865127469,0.5572569906790945,0.48641975308641977
3,0.6836337036045191,0.7026893773196656,0.5552596537949401,0.49135802469135803
4,0.6808362503185095,0.7028644252706457,0.5659121171770972,0.4876543209876543
5,0.6782632929666065,0.7064503284148228,0.5699067909454061,0.4876543209876543
6,0.6747070637428649,0.7117127985130122,0.5832223701731025,0.48641975308641977
7,0.6729564472298806,0.7136331739249053,0.5672436750998668,0.47160493827160493
8,0.665840171942222,0.7246866670655615,0.5898801597869507,0.4691358024691358
9,0.6549786572926213,0.7376745032675472,0.5998668442077231,0.49506172839506174
10,0.6477554310336412,0.7837475160021841,0.6145139813581891,0.4802469135802469
11,0.6392818001234103,0.7570865489818431,0.6218375499334221,0.49135802469135803
12,0.6274606045013102,0.8044862548510233,0.6304926764314248,0.5
13,0.6070575583155717,0.8604707311700892,0.6611185086551264,0.49753086419753084
14,0.5844264943177468,0.8710048348815352,0.6850865512649801,0.48271604938271606
15,0.5823102055313425,0.8998437522370138,0.6984021304926764,0.48518518518518516
16,0.5726529443152893,0.9306715570850137,0.6957390146471372,0.4888888888888889
17,0.5549100533465094,0.955977980737333,0.711051930758988,0.4901234567901235
18,0.5324518473424543,0.9174805315924279,0.725699067909454,0.4901234567901235
19,0.5147185299431436,0.9851495623588562,0.7490013315579228,0.49753086419753084
20,0.5264425753515347,0.9665838528562475,0.725699067909454,0.5037037037037037
21,0.4866830600244545,1.075560341646642,0.7616511318242344,0.5024691358024691
22,0.48305224408004954,1.1107092459996541,0.7663115845539281,0.48271604938271606
23,0.4604063536054126,1.1541667858759561,0.7882822902796272,0.49753086419753084
24,0.45275791832673723,1.0955727756759266,0.7896138482023968,0.49753086419753084
25,0.4529603252636291,1.11274630199244,0.7736351531291611,0.5
26,0.43820371402405234,1.1906332778341977,0.8015978695073236,0.49506172839506174
27,0.41802874532901496,1.2019890988314594,0.8155792276964048,0.4802469135802469
28,0.4401430901135014,1.2783245107273997,0.7829560585885486,0.4802469135802469
29,0.41170747441235933,1.335842243241675,0.8142476697736352,0.47901234567901235
30,0.3980808462426761,1.5064761971249991,0.8135818908122503,0.48641975308641977
