epoch,train_loss,val_loss,train_acc,val_acc
1,0.6906201426345523,0.687140280229074,0.5142326732673267,0.5617283950617284
2,0.6846030856123065,0.6832947420485226,0.5358910891089109,0.5567901234567901
3,0.6786948348035907,0.682883553593247,0.5513613861386139,0.5666666666666667
4,0.6726840545635412,0.6786726745558374,0.556930693069307,0.5938271604938271
5,0.6654270946389378,0.6772758382338064,0.5686881188118812,0.5950617283950618
6,0.6585295129530501,0.682796596892086,0.5779702970297029,0.5617283950617284
7,0.6477286355330212,0.6806707002498485,0.5977722772277227,0.5925925925925926
8,0.6442447694221346,0.6857551274476228,0.6126237623762376,0.5604938271604938
9,0.6367794292988164,0.6928637093967862,0.6212871287128713,0.5444444444444444
10,0.6222054739989856,0.6968397539338947,0.6361386138613861,0.5432098765432098
11,0.6137088253946588,0.7077387109214877,0.6472772277227723,0.5259259259259259
12,0.6014299428108896,0.7290061205993464,0.6553217821782178,0.5
13,0.5927268638469205,0.7198973283355619,0.6695544554455446,0.519753086419753
14,0.5829692403278729,0.7576382411850824,0.676980198019802,0.5123456790123457
15,0.5840422605523968,0.7296803996886736,0.6763613861386139,0.5271604938271605
16,0.559756326793444,0.7339845788331679,0.7011138613861386,0.5246913580246914
17,0.5465591266603753,0.7618755065364602,0.7023514851485149,0.5296296296296297
18,0.5287326234992188,0.7571814968262189,0.7215346534653465,0.5320987654320988
19,0.5091105581510185,0.7699218435052001,0.7506188118811881,0.5641975308641975
20,0.4987678032110233,0.7574380257983266,0.7716584158415841,0.5938271604938271
21,0.48641271638398126,0.7608980452572858,0.7568069306930693,0.5962962962962963
22,0.4693584639837246,0.8003297748389068,0.7747524752475248,0.5851851851851851
23,0.470796279387899,0.7979013737337088,0.7772277227722773,0.571604938271605
24,0.5077224515452243,0.765611802501443,0.7530940594059405,0.5580246913580247
25,0.4548084275557263,0.7599416838751899,0.7982673267326733,0.5987654320987654
26,0.4334255692982438,0.8095479395654467,0.8044554455445545,0.5703703703703704
27,0.40172178910510375,0.8627549471678557,0.8224009900990099,0.5641975308641975
28,0.393466639784303,0.8822459668288997,0.8298267326732673,0.5641975308641975
29,0.4031770748667198,0.8299302810504112,0.8193069306930693,0.5901234567901235
30,0.38020018303748404,0.9889527674074526,0.8329207920792079,0.5617283950617284
