epoch,train_loss,val_loss,train_acc,val_acc
1,0.6859680844912412,0.6969554318322075,0.555858310626703,0.5111111111111111
2,0.6772787498518297,0.7002853077134968,0.5754768392370572,0.5074074074074074
3,0.6744205364414392,0.7009882201383143,0.5798365122615804,0.508641975308642
4,0.6674498419670708,0.7059202753467324,0.5880108991825613,0.5074074074074074
5,0.6600191145891714,0.7139248076780342,0.5950953678474115,0.4901234567901235
6,0.6447977166734534,0.7197037618837239,0.6299727520435967,0.49876543209876545
7,0.6351227034015292,0.7247745755278034,0.6506811989100817,0.5012345679012346
8,0.6213509448217761,0.7396607805181432,0.6664850136239782,0.48148148148148145
9,0.6087805915918272,0.7632722451363081,0.6692098092643052,0.4728395061728395
10,0.5957762547669684,0.7703995648725533,0.68283378746594,0.48271604938271606
11,0.5798133399895816,0.7822462832486188,0.6871934604904633,0.48148148148148145
12,0.5726360863495913,0.7716474275530121,0.6926430517711172,0.5
13,0.5613342202164496,0.7814382591365296,0.7040871934604904,0.5074074074074074
14,0.5478206271696481,0.8377276238100029,0.7209809264305177,0.4925925925925926
15,0.5272831621871658,0.8045500325567928,0.7356948228882834,0.5271604938271605
16,0.5240761044889445,0.8309934679372811,0.7449591280653951,0.5320987654320988
17,0.5273026187510841,0.8033489377410323,0.7346049046321526,0.5382716049382716
18,0.5013299725523437,0.8753018695631145,0.7640326975476839,0.5024691358024691
19,0.4940881599197596,0.8731925737710646,0.7776566757493188,0.5333333333333333
20,0.497232739964363,0.8884802328215705,0.7722070844686648,0.5098765432098765
21,0.48809914494730144,0.906710735220968,0.7689373297002725,0.5024691358024691
22,0.4674062639231253,0.9367367071869933,0.7754768392370572,0.49135802469135803
23,0.46828692172138825,0.9554639988475375,0.7863760217983651,0.4925925925925926
24,0.45593699488068146,0.9985816154950931,0.794550408719346,0.49382716049382713
25,0.4438906182710092,1.0086240996549158,0.8016348773841961,0.4962962962962963
26,0.4449113952041647,1.0614493044806115,0.8010899182561307,0.49753086419753084
27,0.4318536558008324,1.065532801475054,0.8108991825613079,0.5012345679012346
28,0.43195468661570746,1.0803765519165698,0.8114441416893733,0.48271604938271606
29,0.429771891325631,1.0712308100712151,0.805449591280654,0.49135802469135803
30,0.4038218901170372,1.106316281689538,0.8190735694822888,0.4925925925925926
