epoch,train_loss,val_loss,train_acc,val_acc
1,0.6862683710675148,0.6916347324112315,0.5596730245231608,0.5382716049382716
2,0.6789209010815426,0.6961725261476305,0.5754768392370572,0.5382716049382716
3,0.6752581753587853,0.6958618913167789,0.582016348773842,0.5395061728395062
4,0.6739937806324349,0.696721648581234,0.5901907356948229,0.5395061728395062
5,0.6696860218242988,0.7015019921608913,0.6038147138964578,0.5160493827160494
6,0.6636820386151202,0.7030975029792315,0.6065395095367847,0.519753086419753
7,0.6585894227677535,0.713656943227038,0.6103542234332425,0.5222222222222223
8,0.6504771094231254,0.7435372523319574,0.6376021798365122,0.5098765432098765
9,0.6471163762687663,0.7349952006045682,0.6408719346049047,0.5148148148148148
10,0.6301647636805958,0.7661171855749908,0.6610354223433242,0.4962962962962963
11,0.6267070761168685,0.7810810858820691,0.6670299727520436,0.5
12,0.6167670450678313,0.7707719732213903,0.670299727520436,0.49876543209876545
13,0.6022126705185269,0.8736923884462428,0.6724795640326976,0.4962962962962963
14,0.5944691372827223,0.8067317259164504,0.6752043596730245,0.5370370370370371
15,0.584452248659056,0.858609648839927,0.6839237057220708,0.519753086419753
16,0.5738594970846046,0.8639782065226708,0.7068119891008174,0.5061728395061729
17,0.563591889529527,0.892981372056184,0.7068119891008174,0.5098765432098765
18,0.5530192394672363,0.9306699926470533,0.7204359673024523,0.5172839506172839
19,0.5420534227459567,0.9642537265648077,0.7095367847411445,0.5308641975308642
20,0.5225218412986569,0.9434197808489387,0.729700272479564,0.5160493827160494
21,0.5106238939781604,1.0111096139307376,0.7346049046321526,0.5012345679012346
22,0.5050488088371319,0.9826003906167584,0.7449591280653951,0.5037037037037037
23,0.49521277542010317,1.0093293268003583,0.7498637602179836,0.5135802469135803
24,0.4979806673299389,0.9860627403965703,0.750408719346049,0.5049382716049383
25,0.48646611493354924,1.017589172904874,0.7596730245231608,0.508641975308642
26,0.4670080624744093,0.9995913140567733,0.7705722070844687,0.5098765432098765
27,0.4574454432449809,1.056595418629823,0.7831062670299728,0.5209876543209877
28,0.4407178686327765,1.1164040730323321,0.7896457765667575,0.5037037037037037
29,0.44110772442427904,1.0672439851878601,0.7880108991825613,0.5123456790123457
30,0.4325889675428822,1.131652037302653,0.7994550408719346,0.5098765432098765
