epoch,train_loss,val_loss,train_acc,val_acc
1,0.6853494561985338,0.6967384575325766,0.5629427792915531,0.5481481481481482
2,0.6775713557443437,0.7138421709154859,0.5749318801089919,0.5407407407407407
3,0.6770574359867814,0.7065372346360006,0.5831062670299727,0.5469135802469136
4,0.672958989786517,0.7252047194374932,0.5852861035422343,0.5444444444444444
5,0.6676300906355439,0.7385266424697122,0.5929155313351498,0.554320987654321
6,0.664098976158641,0.7512357302653937,0.5940054495912807,0.5555555555555556
7,0.6586687098731787,0.7655104545899379,0.5994550408719346,0.5358024691358024
8,0.6494086345145098,0.7870146047921829,0.6076294277929155,0.5234567901234568
9,0.6346355866671258,0.8467883848849638,0.6326975476839237,0.46296296296296297
10,0.6217255007018835,0.8802222625708874,0.6370572207084468,0.5024691358024691
11,0.6064323193045987,0.8755633254110077,0.6544959128065395,0.5135802469135803
12,0.5888073958882843,0.9600209818945991,0.6942779291553134,0.5098765432098765
13,0.5780830010081507,0.9526459646813663,0.691008174386921,0.5074074074074074
14,0.5733403348143159,1.0348713250807773,0.6850136239782016,0.5074074074074074
15,0.550852622648026,1.042624569233553,0.7182561307901907,0.48641975308641977
16,0.5424583271998475,1.0797149999642077,0.7182561307901907,0.49506172839506174
17,0.5287201298192671,1.0823162102404935,0.7226158038147139,0.5135802469135803
18,0.5218152560720002,1.0744084617237986,0.7220708446866485,0.5049382716049383
19,0.5309137566862704,1.031785144334958,0.7340599455040872,0.5049382716049383
20,0.5364330377825599,1.0024480413507533,0.7313351498637602,0.49382716049382713
21,0.5013625882302059,1.0673871758543414,0.750408719346049,0.49753086419753084
22,0.49427255627569777,1.1168641216960955,0.7596730245231608,0.49876543209876545
23,0.48149459657617094,1.1471696653483827,0.7580381471389646,0.5
24,0.4679406878084188,1.1678909325305327,0.776566757493188,0.5012345679012346
25,0.45766693710956,1.2367394859408154,0.7825613079019074,0.49753086419753084
26,0.4494430356681834,1.2297933984685827,0.7831062670299728,0.49135802469135803
27,0.44087660078781504,1.267552512369038,0.7891008174386921,0.5074074074074074
28,0.4310955566021662,1.2530340247684055,0.7967302452316076,0.519753086419753
29,0.4322523946170911,1.2795096791820761,0.8010899182561307,0.5012345679012346
30,0.4100575396410451,1.298168765174018,0.8185286103542234,0.4888888888888889
