epoch,train_loss,val_loss,train_acc,val_acc
1,0.6898222959333934,0.6944079329938064,0.535149863760218,0.49382716049382713
2,0.6854494637949266,0.6961368357693708,0.5623978201634877,0.45925925925925926
3,0.6835462371400006,0.6960368547910526,0.5602179836512261,0.4925925925925926
4,0.6802718505222726,0.7018909215927124,0.576566757493188,0.454320987654321
5,0.6773568083869664,0.7067184267220674,0.5749318801089919,0.4580246913580247
6,0.6714413604879249,0.774659479105914,0.5961852861035423,0.4345679012345679
7,0.6632881956139443,0.7324235086087827,0.6016348773841962,0.4246913580246914
8,0.6501599506071543,0.8852128680841422,0.615258855585831,0.44938271604938274
9,0.648008736277796,0.8441343164738314,0.6212534059945504,0.44938271604938274
10,0.632508777370245,0.7749647322996163,0.6397820163487739,0.4691358024691358
11,0.6175119923635789,0.9526580108536614,0.6643051771117167,0.4641975308641975
12,0.5987923083253388,1.0603428889203954,0.6681198910081744,0.4469135802469136
13,0.5943726251820453,1.076831328868866,0.6779291553133515,0.4308641975308642
14,0.5695002862802968,1.1728790954307273,0.7111716621253406,0.4506172839506173
15,0.5605012539297098,1.116781978401137,0.7095367847411445,0.44814814814814813
16,0.5542202605213716,1.2426955064137777,0.7133514986376022,0.47901234567901235
17,0.5494625227327893,1.2313621525411254,0.71716621253406,0.445679012345679
18,0.5322064904166177,1.3059131457481856,0.726975476839237,0.44074074074074077
19,0.5154244114982335,1.359068113491859,0.7542234332425068,0.45185185185185184
20,0.505155919325774,1.3999337708508526,0.7574931880108992,0.4617283950617284
21,0.5029684220412771,1.3019855702364886,0.7607629427792916,0.4839506172839506
22,0.5038427552670159,1.4260400153972483,0.7569482288828338,0.48271604938271606
23,0.5210541334236675,1.2861285561396751,0.729700272479564,0.4580246913580247
24,0.49409816995953343,1.4069063048303863,0.753133514986376,0.49135802469135803
25,0.4633943293335003,1.4798484843454243,0.776566757493188,0.49506172839506174
26,0.44709758264817073,1.5965611242953641,0.7885558583106267,0.48518518518518516
27,0.4392808994902577,1.5692973298791013,0.8005449591280654,0.5074074074074074
28,0.4311373854040775,1.6810972840697678,0.8049046321525886,0.4901234567901235
29,0.41881808649941427,1.6997813725177153,0.8070844686648502,0.4901234567901235
30,0.41687440557116057,1.7797282071761142,0.8119891008174387,0.48641975308641977
