tc_bps,mean_sharpe,mean_cagr
0.0,0.0721034905200584,-0.8779683791367918
5.0,0.07101061507034799,-0.8753438733735575
10.0,0.06991769310349215,-0.875431156665629
15.0,0.06882472490891005,-0.8755184152151726
20.0,0.06773171077611577,-0.875605649021315
30.0,0.06554554585440696,-0.8757800423999009
50.0,0.06117267750131009,-0.8761285321978101
